tweet_count,city,body,date,hashtags,link,geo,tokenized,cleaned,predicted,pos,neg,neu,compound,sentiment
1684,New York,My Chinese spot that opens at 11am. Isn’t open. Now I have to eat these fees with a side of Chinese from Uber eats....fuck it,2020-03-27 15:24:53+00:00,,https://twitter.com/R_E_B_E_L_/status/1243559624294436868,,"['My', 'Chinese', 'spot', 'that', 'opens', 'at', '11am', '.', 'Isn', '’', 't', 'open', '.', 'Now', 'I', 'have', 'to', 'eat', 'these', 'fees', 'with', 'a', 'side', 'of', 'Chinese', 'from', 'Uber', 'eats', '...', '.fuck', 'it']","['chinese', 'spot', 'open', '11am', '’', 'open', 'eat', 'fee', 'side', 'chinese', 'uber', 'eats', '...', '.fuck']",Negative,0.0,0.225,0.775,-0.5809,Negative
1685,New York,My Uber Eats when I order a bottle from The Lobby: ,2020-03-27 15:14:09+00:00,,https://twitter.com/freddyjland/status/1243556924030771201,,"['My', 'Uber', 'Eats', 'when', 'I', 'order', 'a', 'bottle', 'from', 'The', 'Lobby', ':']","['uber', 'eats', 'order', 'bottle', 'lobby']",Negative,0.216,0.0,0.784,0.0258,Positive
1686,New York,Just got an email from @cava that they’re now delivering through Uber Eats!! ,2020-03-27 14:42:23+00:00,,https://twitter.com/Einfari_/status/1243548931608453120,,"['Just', 'got', 'an', 'email', 'from', '@', 'cava', 'that', 'they', '’', 're', 'now', 'delivering', 'through', 'Uber', 'Eats', '!', '!']","['get', 'email', 'cava', '’', 'deliver', 'uber', 'eats']",Positive,0.0,0.0,1.0,0.0,Positive
1687,New York,someone just hacked my debit card & placed 2 uber eats orders. desperate times indeed. be vigilant!,2020-03-27 14:39:45+00:00,,https://twitter.com/alderalmo/status/1243548267331403777,,"['someone', 'just', 'hacked', 'my', 'debit', 'card', '&', 'placed', '2', 'uber', 'eats', 'orders', '.', 'desperate', 'times', 'indeed', '.', 'be', 'vigilant', '!']","['someone', 'hack', 'debit', 'card', 'place', '2', 'uber', 'eats', 'order', 'desperate', 'time', 'indeed', 'vigilant']",Negative,0.111,0.168,0.721,-0.2177,Negative
1688,New York,Is the 27 yet...THANK YOU JESUS... *calls Ubereats...gets Lysol... ,2020-03-27 14:28:08+00:00,,https://twitter.com/DjJonBlak/status/1243545343641313280,,"['Is', 'the', '27', 'yet', '...', 'THANK', 'YOU', 'JESUS', '...', '*calls', 'Ubereats', '...', 'gets', 'Lysol', '...']","['27', 'yet', '...', 'thank', 'jesus', '...', '*calls', 'ubereats', '...', 'get', 'lysol', '...']",Negative,0.185,0.0,0.815,0.3612,Positive
1689,New York,"Get your cheese on TODAY! Open from 11:30-3PM on Sussex and Hudson. DELIVERY available via UberEats, Grubhub, and Seamless apps! For pick-ups call ☎️(551)206-2060 #hustling #pma #supportsmallbusiness #lunchtime… https://www.instagram.com/p/B-PWhFYjUgK/?igshid=1hva3f93ta3ne",2020-03-27 14:12:13+00:00,#hustling #pma #supportsmallbusiness #lunchtime,https://twitter.com/noforksgivennj/status/1243541336936140810,,"['Get', 'your', 'cheese', 'on', 'TODAY', '!', 'Open', 'from', '11:30-3PM', 'on', 'Sussex', 'and', 'Hudson', '.', 'DELIVERY', 'available', 'via', 'UberEats', ',', 'Grubhub', ',', 'and', 'Seamless', 'apps', '!', 'For', 'pick-ups', 'call', '☎️', '(', '551', ')', '206-2060', '#', 'hustling', '#', 'pma', '#', 'supportsmallbusiness', '#', 'lunchtime…', 'https', ':', '//www.instagram.com/p/B-PWhFYjUgK/', '?', 'igshid=1hva3f93ta3ne']","['get', 'cheese', 'today', 'open', '11:30-3pm', 'sussex', 'hudson', 'delivery', 'available', 'via', 'ubereats', 'grubhub', 'seamless', 'apps', 'pick-ups', 'call', '☎️', '551', '206-2060', 'hustle', 'pma', 'supportsmallbusiness', 'lunchtime…', 'http', '//www.instagram.com/p/b-pwhfyjugk/', 'igshid=1hva3f93ta3ne']",Positive,0.0,0.0,1.0,0.0,Positive
1690,New York,OPEN 10am-8pm for take-out or delivery @ubereats #MordisSandwichShop #JerseyCity – at Mordis Sandwich Shop,2020-03-27 13:47:47+00:00,#MordisSandwichShop #JerseyCity,https://twitter.com/MordisFoodTruck/status/1243535190221303808,,"['OPEN', '10am-8pm', 'for', 'take-out', 'or', 'delivery', '@', 'ubereats', '#', 'MordisSandwichShop', '#', 'JerseyCity', '–', 'at', 'Mordis', 'Sandwich', 'Shop']","['open', '10am-8pm', 'take-out', 'delivery', 'ubereats', 'mordissandwichshop', 'jerseycity', '–', 'mordis', 'sandwich', 'shop']",Positive,0.0,0.0,1.0,0.0,Positive
1691,New York,- I ordered Uber eats the driver said yeah I left ya food at the door . It’s corona out here .. I said excuse me McUber bitch! I reported her and got a full refund.! 😂,2020-03-27 03:57:08+00:00,,https://twitter.com/KayshawnLex/status/1243386546683645960,,"['-', 'I', 'ordered', 'Uber', 'eats', 'the', 'driver', 'said', 'yeah', 'I', 'left', 'ya', 'food', 'at', 'the', 'door', '.', 'It', '’', 's', 'corona', 'out', 'here', '..', 'I', 'said', 'excuse', 'me', 'McUber', 'bitch', '!', 'I', 'reported', 'her', 'and', 'got', 'a', 'full', 'refund.', '!', '😂']","['order', 'uber', 'eat', 'driver', 'say', 'yeah', 'leave', 'ya', 'food', 'door', '’', 'corona', '..', 'say', 'excuse', 'mcuber', 'bitch', 'report', 'get', 'full', 'refund.', '😂']",Negative,0.207,0.196,0.597,0.1027,Positive
1692,New York,"I got drunk and face timed with his best friends, woke up confused at 11 PM (that same night) wondering why our uber eats delivery never arrived. Surprise— I was passed out and didn’t hear the phone.",2020-03-27 02:59:55+00:00,,https://twitter.com/CarolSaintJC/status/1243372146308591617,,"['I', 'got', 'drunk', 'and', 'face', 'timed', 'with', 'his', 'best', 'friends', ',', 'woke', 'up', 'confused', 'at', '11', 'PM', '(', 'that', 'same', 'night', ')', 'wondering', 'why', 'our', 'uber', 'eats', 'delivery', 'never', 'arrived', '.', 'Surprise—', 'I', 'was', 'passed', 'out', 'and', 'didn', '’', 't', 'hear', 'the', 'phone', '.']","['get', 'drunk', 'face', 'time', 'best', 'friend', 'wake', 'confuse', '11', 'pm', 'night', 'wonder', 'uber', 'eat', 'delivery', 'never', 'arrive', 'surprise—', 'pass', '’', 'hear', 'phone']",Negative,0.249,0.145,0.606,0.6249,Positive
1693,New York,@Uber_Support hi I contacted uber support for ubereats about my delivery earlier today. The guy delivered the wrong order and I would like my money back. How long will the support team get back to me?,2020-03-27 02:58:47+00:00,,https://twitter.com/jessicaekaayu/status/1243371861813198848,,"['@', 'Uber_Support', 'hi', 'I', 'contacted', 'uber', 'support', 'for', 'ubereats', 'about', 'my', 'delivery', 'earlier', 'today', '.', 'The', 'guy', 'delivered', 'the', 'wrong', 'order', 'and', 'I', 'would', 'like', 'my', 'money', 'back', '.', 'How', 'long', 'will', 'the', 'support', 'team', 'get', 'back', 'to', 'me', '?']","['uber_support', 'hi', 'contact', 'uber', 'support', 'ubereats', 'delivery', 'early', 'today', 'guy', 'deliver', 'wrong', 'order', 'would', 'like', 'money', 'back', 'long', 'support', 'team', 'get', 'back']",Negative,0.28,0.106,0.614,0.624,Positive
1694,New York,My ex went out and delivered Uber Eats all day so he could pay my electric bill next week. I still hate his broke ass,2020-03-27 00:31:32+00:00,,https://twitter.com/colderthan__ice/status/1243334806366310402,,"['My', 'ex', 'went', 'out', 'and', 'delivered', 'Uber', 'Eats', 'all', 'day', 'so', 'he', 'could', 'pay', 'my', 'electric', 'bill', 'next', 'week', '.', 'I', 'still', 'hate', 'his', 'broke', 'ass']","['ex', 'go', 'deliver', 'uber', 'eats', 'day', 'could', 'pay', 'electric', 'bill', 'next', 'week', 'still', 'hate', 'broke']",Negative,0.0,0.397,0.603,-0.7845,Negative
1695,New York,Choosing where to order from on Uber eats is really an extreme sport.,2020-03-26 22:32:01+00:00,,https://twitter.com/x_Glamorous_/status/1243304727552671749,,"['Choosing', 'where', 'to', 'order', 'from', 'on', 'Uber', 'eats', 'is', 'really', 'an', 'extreme', 'sport', '.']","['choosing', 'order', 'uber', 'eats', 'really', 'extreme', 'sport']",Negative,0.0,0.0,1.0,0.0,Positive
1696,New York,Both Creperie kitchens are OPEN and cooking so you don’t have to #stayhome 💗 Order on: @doordash @postmates @ubereats @caviar @seamless @grubhub @mealpal,2020-03-26 22:16:21+00:00,#stayhome #stayhome,https://twitter.com/CreperieNYC/status/1243300786261630976,,"['Both', 'Creperie', 'kitchens', 'are', 'OPEN', 'and', 'cooking', 'so', 'you', 'don', '’', 't', 'have', 'to', '#', 'stayhome', '💗', 'Order', 'on', ':', '@', 'doordash', '@', 'postmates', '@', 'ubereats', '@', 'caviar', '@', 'seamless', '@', 'grubhub', '@', 'mealpal']","['creperie', 'kitchen', 'open', 'cook', '’', 'stayhome', '💗', 'order', 'doordash', 'postmates', 'ubereats', 'caviar', 'seamless', 'grubhub', 'mealpal']",Negative,0.282,0.0,0.718,0.7096,Positive
1697,New York,Dead just dropped 50 dollars on Uber eats 😭😭,2020-03-26 22:03:17+00:00,,https://twitter.com/itsalii_mariee/status/1243297498397114369,,"['Dead', 'just', 'dropped', '50', 'dollars', 'on', 'Uber', 'eats', '😭😭']","['dead', 'drop', '50', 'dollar', 'uber', 'eats', '😭😭']",Negative,0.0,0.583,0.417,-0.9118,Negative
1698,New York,Don’t applaud!! I wanted a spicy chicken sandwich!!!!,2020-03-26 22:03:07+00:00,,https://twitter.com/TheeSaraiLewis/status/1243297453924851715,,"['Don', '’', 't', 'applaud', '!', '!', 'I', 'wanted', 'a', 'spicy', 'chicken', 'sandwich', '!', '!', '!', '!']","['’', 'applaud', 'want', 'spicy', 'chicken', 'sandwich']",Negative,0.518,0.0,0.482,0.5106,Positive
1699,New York,Use dosh to earn cashback from ordering from grubhub and uber eats,2020-03-26 21:11:22+00:00,,https://twitter.com/jammy_neutron/status/1243284430564851712,,"['Use', 'dosh', 'to', 'earn', 'cashback', 'from', 'ordering', 'from', 'grubhub', 'and', 'uber', 'eats']","['use', 'dosh', 'earn', 'cashback', 'order', 'grubhub', 'uber', 'eats']",Negative,0.0,0.0,1.0,0.0,Positive
1700,New York,WE ARE OPEN TONIGHT @TheBeaconJC Also available for delivery on UberEats from 5-8PM tonight! @The Beacon https://www.instagram.com/p/B-Nh-3lDt3u/?igshid=1hv5vgk8f53je,2020-03-26 21:09:47+00:00,,https://twitter.com/noforksgivennj/status/1243284035130068997,,"['WE', 'ARE', 'OPEN', 'TONIGHT', '@', 'TheBeaconJC', 'Also', 'available', 'for', 'delivery', 'on', 'UberEats', 'from', '5-8PM', 'tonight', '!', '@', 'The', 'Beacon', 'https', ':', '//www.instagram.com/p/B-Nh-3lDt3u/', '?', 'igshid=1hv5vgk8f53je']","['open', 'tonight', 'thebeaconjc', 'also', 'available', 'delivery', 'ubereats', '5-8pm', 'tonight', 'beacon', 'http', '//www.instagram.com/p/b-nh-3ldt3u/', 'igshid=1hv5vgk8f53je']",Positive,0.0,0.0,1.0,0.0,Positive
1701,New York,what is going on @UberEats ,2020-03-26 20:24:35+00:00,,https://twitter.com/talkingNYsports/status/1243272657904316417,,"['what', 'is', 'going', 'on', '@', 'UberEats']","['go', 'ubereats']",Negative,0.0,0.0,1.0,0.0,Positive
1702,New York,I wanted to @UberEats some @PopeyesChicken but made a vegan burger instead 🙄 I have some willpower,2020-03-26 19:41:53+00:00,,https://twitter.com/TheeSaraiLewis/status/1243261914416898049,,"['I', 'wanted', 'to', '@', 'UberEats', 'some', '@', 'PopeyesChicken', 'but', 'made', 'a', 'vegan', 'burger', 'instead', '🙄', 'I', 'have', 'some', 'willpower']","['want', 'ubereats', 'popeyeschicken', 'make', 'vegan', 'burger', 'instead', '🙄', 'willpower']",Negative,0.098,0.0,0.902,0.0772,Positive
1703,New York,WE ARE OPEN! #thursdays All Your Favorite Dishes &amp; Drinks! Vegetarian Dishes Also Available! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-NJF_lnJp5/?igshid=au4k9kbaj9or,2020-03-26 17:43:23+00:00,#thursdays #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1243232091736805377,,"['WE', 'ARE', 'OPEN', '!', '#', 'thursdays', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-NJF_lnJp5/', '?', 'igshid=au4k9kbaj9or']","['open', 'thursdays', 'favorite', 'dishes', 'amp', 'drinks', 'vegetarian', 'dishes', 'also', 'available', '✅find', 'us', 'ubereats', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc…', 'http', '//www.instagram.com/p/b-njf_lnjp5/', 'igshid=au4k9kbaj9or']",Positive,0.1,0.0,0.9,0.4588,Positive
1704,New York,Uber Eats moving delivery fees to service fees to claim ‘no delivery fee’ ,2020-03-26 17:10:38+00:00,,https://twitter.com/cool_ozzy/status/1243223849380036608,,"['Uber', 'Eats', 'moving', 'delivery', 'fees', 'to', 'service', 'fees', 'to', 'claim', '‘', 'no', 'delivery', 'fee', '’']","['uber', 'eats', 'move', 'delivery', 'fee', 'service', 'fee', 'claim', '‘', 'delivery', 'fee', '’']",Negative,0.0,0.0,1.0,0.0,Positive
1705,New York,A live twitch stream of an Uber Eats bike messenger in NYC: ,2020-03-26 17:06:40+00:00,,https://twitter.com/jmassey09/status/1243222853849419776,,"['A', 'live', 'twitch', 'stream', 'of', 'an', 'Uber', 'Eats', 'bike', 'messenger', 'in', 'NYC', ':']","['live', 'twitch', 'stream', 'uber', 'eats', 'bike', 'messenger', 'nyc']",Negative,0.0,0.0,1.0,0.0,Positive
1706,New York,Yes we're open until 7pm! #SomeGoodFood #open #today #menu #covid_19 #regulations #pickup #delivery #only #UberEats #doordash #grubhub #postmates #supportsmallbiz #supportlocal #essexcountynj – at Some Good Food,2020-03-26 16:01:39+00:00,#SomeGoodFood #open #today #menu #covid_19 #regulations #pickup #delivery #only #UberEats #doordash #grubhub #postmates #supportsmallbiz #supportlocal #essexcountynj,https://twitter.com/SomeGoodFood1/status/1243206487905914880,,"['Yes', 'we', ""'re"", 'open', 'until', '7pm', '!', '#', 'SomeGoodFood', '#', 'open', '#', 'today', '#', 'menu', '#', 'covid_19', '#', 'regulations', '#', 'pickup', '#', 'delivery', '#', 'only', '#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '#', 'supportsmallbiz', '#', 'supportlocal', '#', 'essexcountynj', '–', 'at', 'Some', 'Good', 'Food']","['yes', ""'re"", 'open', '7pm', 'somegoodfood', 'open', 'today', 'menu', 'covid_19', 'regulation', 'pickup', 'delivery', 'ubereats', 'doordash', 'grubhub', 'postmates', 'supportsmallbiz', 'supportlocal', 'essexcountynj', '–', 'good', 'food']",Positive,0.219,0.0,0.781,0.6808,Positive
1707,New York,Open for LUNCH on Sussex&Hudson and TONIGHT for dinner @TheBeaconJC from 5-8:30PM! Delivery on UberEats will be available from 11:30-2:30PM and 5-8PM today! For pick-ups call ☎️(551)206-2060 #noforksgiven #hustling… https://www.instagram.com/p/B-MxTg8jxSG/?igshid=93trrdcen9sn,2020-03-26 14:08:55+00:00,#noforksgiven #hustling,https://twitter.com/noforksgivennj/status/1243178121467236352,,"['Open', 'for', 'LUNCH', 'on', 'Sussex', '&', 'Hudson', 'and', 'TONIGHT', 'for', 'dinner', '@', 'TheBeaconJC', 'from', '5-8:30PM', '!', 'Delivery', 'on', 'UberEats', 'will', 'be', 'available', 'from', '11:30-2:30PM', 'and', '5-8PM', 'today', '!', 'For', 'pick-ups', 'call', '☎️', '(', '551', ')', '206-2060', '#', 'noforksgiven', '#', 'hustling…', 'https', ':', '//www.instagram.com/p/B-MxTg8jxSG/', '?', 'igshid=93trrdcen9sn']","['open', 'lunch', 'sussex', 'hudson', 'tonight', 'dinner', 'thebeaconjc', '5-8:30pm', 'delivery', 'ubereats', 'available', '11:30-2:30pm', '5-8pm', 'today', 'pick-ups', 'call', '☎️', '551', '206-2060', 'noforksgiven', 'hustling…', 'http', '//www.instagram.com/p/b-mxtg8jxsg/', 'igshid=93trrdcen9sn']",Positive,0.0,0.0,1.0,0.0,Positive
1708,New York,"Get you breakfast, lunch or dinner delivered🍴Call us at (973)744-9263 or order online @chownow @doordash ubereats #raymondsnj . . . . . #njeats #montclairnj #breakfast #lunch #brunch #dinner #cafe #bistro #togo… https://www.instagram.com/p/B-MxZbDDp9S/?igshid=kdabb8w1f4af",2020-03-26 14:05:16+00:00,#raymondsnj #njeats #montclairnj #breakfast #lunch #brunch #dinner #cafe #bistro #togo,https://twitter.com/raymondsnj/status/1243177200058335232,,"['Get', 'you', 'breakfast', ',', 'lunch', 'or', 'dinner', 'delivered🍴Call', 'us', 'at', '(', '973', ')', '744-9263', 'or', 'order', 'online', '@', 'chownow', '@', 'doordash', 'ubereats', '#', 'raymondsnj', '.', '.', '.', '.', '.', '#', 'njeats', '#', 'montclairnj', '#', 'breakfast', '#', 'lunch', '#', 'brunch', '#', 'dinner', '#', 'cafe', '#', 'bistro', '#', 'togo…', 'https', ':', '//www.instagram.com/p/B-MxZbDDp9S/', '?', 'igshid=kdabb8w1f4af']","['get', 'breakfast', 'lunch', 'dinner', 'delivered🍴call', 'us', '973', '744-9263', 'order', 'online', 'chownow', 'doordash', 'ubereats', 'raymondsnj', 'njeats', 'montclairnj', 'breakfast', 'lunch', 'brunch', 'dinner', 'cafe', 'bistro', 'togo…', 'http', '//www.instagram.com/p/b-mxzbddp9s/', 'igshid=kdabb8w1f4af']",Negative,0.0,0.0,1.0,0.0,Positive
1709,New York,OPEN 10am-8pm! Take-out or Delivery! @ubereats 📸 @foodiefilmsmedia #MordisSandwichShop #JerseyCity,2020-03-26 12:40:26+00:00,#MordisSandwichShop #JerseyCity,https://twitter.com/MordisFoodTruck/status/1243155852921577472,,"['OPEN', '10am-8pm', '!', 'Take-out', 'or', 'Delivery', '!', '@', 'ubereats', '📸', '@', 'foodiefilmsmedia', '#', 'MordisSandwichShop', '#', 'JerseyCity']","['open', '10am-8pm', 'take-out', 'delivery', 'ubereats', '📸', 'foodiefilmsmedia', 'mordissandwichshop', 'jerseycity']",Positive,0.0,0.0,1.0,0.0,Positive
1710,New York,So which one of ya bitches wanna get me Uber eats . 1 at a time now,2020-03-26 07:05:00+00:00,,https://twitter.com/JuxxLoco/status/1243071439382745088,,"['So', 'which', 'one', 'of', 'ya', 'bitches', 'wan', 'na', 'get', 'me', 'Uber', 'eats', '.', '1', 'at', 'a', 'time', 'now']","['one', 'ya', 'bitch', 'wan', 'na', 'get', 'uber', 'eats', '1', 'time']",Positive,0.0,0.297,0.703,-0.5859,Negative
1711,New York,So should I just Goto Dunkin or Uber eats?,2020-03-26 06:08:30+00:00,,https://twitter.com/soulbran_/status/1243057218066567168,,"['So', 'should', 'I', 'just', 'Goto', 'Dunkin', 'or', 'Uber', 'eats', '?']","['goto', 'dunkin', 'uber', 'eats']",Negative,0.0,0.0,1.0,0.0,Positive
1712,New York,If you live in a walk up and don’t tip the Uber eats guy 1. Go fuck yourself 2. Choke on it 3. Who the fuck lives in a walk up?!?,2020-03-26 04:46:16+00:00,,https://twitter.com/JustinaveryPalm/status/1243036526096891904,,"['If', 'you', 'live', 'in', 'a', 'walk', 'up', 'and', 'don', '’', 't', 'tip', 'the', 'Uber', 'eats', 'guy', '1', '.', 'Go', 'fuck', 'yourself', '2', '.', 'Choke', 'on', 'it', '3.', 'Who', 'the', 'fuck', 'lives', 'in', 'a', 'walk', 'up', '?', '!', '?']","['live', 'walk', '’', 'tip', 'uber', 'eats', 'guy', '1', 'go', 'fuck', '2', 'choke', '3.', 'fuck', 'live', 'walk']",Negative,0.0,0.447,0.553,-0.8885,Negative
1713,New York,Y’all hungry??? bklynprime ubereats @Bklyn Prime https://www.instagram.com/p/B-Ls4l5JB9N/?igshid=1exfpibhjcs9q,2020-03-26 04:06:35+00:00,,https://twitter.com/WesFromCI/status/1243026537429053440,,"['Y', '’', 'all', 'hungry', '?', '?', '?', 'bklynprime', 'ubereats', '@', 'Bklyn', 'Prime', 'https', ':', '//www.instagram.com/p/B-Ls4l5JB9N/', '?', 'igshid=1exfpibhjcs9q']","['’', 'hungry', 'bklynprime', 'ubereats', 'bklyn', 'prime', 'http', '//www.instagram.com/p/b-ls4l5jb9n/', 'igshid=1exfpibhjcs9q']",Positive,0.0,0.0,1.0,0.0,Positive
1714,New York,So dissatisfied with @UberEats tonight,2020-03-26 02:17:48+00:00,,https://twitter.com/Ms__Rich/status/1242999160430870529,,"['So', 'dissatisfied', 'with', '@', 'UberEats', 'tonight']","['dissatisfied', 'ubereats', 'tonight']",Negative,0.0,0.565,0.435,-0.3818,Negative
