tweet_count,city,body,date,hashtags,link,geo,tokenized,lematized,tweets_str,cleaned
1938,New York,@Seamless and @Seamless_Care are a joke. Their delivery people have disappeared three times with my food and one refused to come inside because my building looked “questionable” (that was before covid). Goodbye I’m done with them. @UberEats is my new friend now.,2020-03-28 19:21:49+00:00,,https://twitter.com/agarciasays/status/1243981639140679681,,"['@', 'Seamless', 'and', '@', 'Seamless_Care', 'are', 'a', 'joke', '.', 'Their', 'delivery', 'people', 'have', 'disappeared', 'three', 'times', 'with', 'my', 'food', 'and', 'one', 'refused', 'to', 'come', 'inside', 'because', 'my', 'building', 'looked', '“', 'questionable', '”', '(', 'that', 'was', 'before', 'covid', ')', '.', 'Goodbye', 'I', '’', 'm', 'done', 'with', 'them', '.', '@', 'UberEats', 'is', 'my', 'new', 'friend', 'now', '.']","['@', 'Seamless', 'and', '@', 'Seamless_Care', 'be', 'a', 'joke', '.', 'Their', 'delivery', 'people', 'have', 'disappear', 'three', 'time', 'with', 'my', 'food', 'and', 'one', 'refuse', 'to', 'come', 'inside', 'because', 'my', 'building', 'look', '“', 'questionable', '”', '(', 'that', 'be', 'before', 'covid', ')', '.', 'Goodbye', 'I', '’', 'm', 'do', 'with', 'them', '.', '@', 'UberEats', 'be', 'my', 'new', 'friend', 'now', '.']","@,Seamless,and,@,Seamless_Care,be,a,joke,.,Their,delivery,people,have,disappear,three,time,with,my,food,and,one,refuse,to,come,inside,because,my,building,look,“,questionable,”,(,that,be,before,covid,),.,Goodbye,I,’,m,do,with,them,.,@,UberEats,be,my,new,friend,now,.","@,Seamless,,@,Seamless_Care,,,joke,.,Their,delivery,people,,disappear,three,time,,,food,,one,refuse,,come,inside,,,building,look,“,questionable,”,(,,,,covid,),.,Goodbye,I,’,,,,,.,@,UberEats,,,new,friend,,."
1939,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #Saturdays 12PM-2AM! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats… https://www.instagram.com/p/B-SX0-4nVV4/?igshid=v5hk0p8tm7i1,2020-03-28 18:17:45+00:00,#Saturdays #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats,https://twitter.com/FlamingoMantra/status/1243965514713575424,,"['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'Saturdays', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc', '#', 'queenseats', '#', 'nyceats…', 'https', ':', '//www.instagram.com/p/B-SX0-4nVV4/', '?', 'igshid=v5hk0p8tm7i1']","['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'Saturdays', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queen', '#', 'nyc', '#', 'queenseats', '#', 'nyceats…', 'http', ':', '//www.instagram.com/p/B-SX0-4nVV4/', '?', 'igshid=v5hk0p8tm7i1']","WE,ARE,OPEN,!,All,Your,Favorite,Dishes,&,Drinks,!,#,Saturdays,12PM-2AM,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc,#,queenseats,#,nyceats…,http,:,//www.instagram.com/p/B-SX0-4nVV4/,?,igshid=v5hk0p8tm7i1","WE,ARE,OPEN,!,All,Your,Favorite,Dishes,&,Drinks,!,#,Saturdays,12PM-2AM,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc,#,queenseats,#,nyceats…,http,:,//www.instagram.com/p/B-SX0-4nVV4/,?,igshid=v5hk0p8tm7i1"
1940,New York,#UberEats #doordash #grubhub #postmates #SomeGoodFood #OpenForDelivery – at Some Good Food,2020-03-28 17:38:44+00:00,#UberEats #doordash #grubhub #postmates #SomeGoodFood #OpenForDelivery,https://twitter.com/SomeGoodFood1/status/1243955698435792896,,"['#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '#', 'SomeGoodFood', '#', 'OpenForDelivery', '–', 'at', 'Some', 'Good', 'Food']","['#', 'UberEats', '#', 'doordash', '#', 'grubhub', '#', 'postmates', '#', 'SomeGoodFood', '#', 'OpenForDelivery', '–', 'at', 'Some', 'Good', 'Food']","#,UberEats,#,doordash,#,grubhub,#,postmates,#,SomeGoodFood,#,OpenForDelivery,–,at,Some,Good,Food","#,UberEats,#,doordash,#,grubhub,#,postmates,#,SomeGoodFood,#,OpenForDelivery,–,,Some,Good,Food"
1941,New York,Thank God Uber Eats let you take back your tip. Foh,2020-03-28 16:59:50+00:00,,https://twitter.com/Slimmy_b/status/1243945908087250944,,"['Thank', 'God', 'Uber', 'Eats', 'let', 'you', 'take', 'back', 'your', 'tip', '.', 'Foh']","['Thank', 'God', 'Uber', 'Eats', 'let', 'you', 'take', 'back', 'your', 'tip', '.', 'Foh']","Thank,God,Uber,Eats,let,you,take,back,your,tip,.,Foh","Thank,God,Uber,Eats,let,,take,back,,tip,.,Foh"
1942,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #Saturdays 12PM-2AM! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats… https://www.instagram.com/p/B-SLfmYnqcp/?igshid=18it09m1qd4n9,2020-03-28 16:29:44+00:00,#Saturdays #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats,https://twitter.com/FlamingoMantra/status/1243938331429195776,,"['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'Saturdays', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc', '#', 'queenseats', '#', 'nyceats…', 'https', ':', '//www.instagram.com/p/B-SLfmYnqcp/', '?', 'igshid=18it09m1qd4n9']","['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'Saturdays', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queen', '#', 'nyc', '#', 'queenseats', '#', 'nyceats…', 'http', ':', '//www.instagram.com/p/B-SLfmYnqcp/', '?', 'igshid=18it09m1qd4n9']","WE,ARE,OPEN,!,All,Your,Favorite,Dishes,&,Drinks,!,#,Saturdays,12PM-2AM,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc,#,queenseats,#,nyceats…,http,:,//www.instagram.com/p/B-SLfmYnqcp/,?,igshid=18it09m1qd4n9","WE,ARE,OPEN,!,All,Your,Favorite,Dishes,&,Drinks,!,#,Saturdays,12PM-2AM,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc,#,queenseats,#,nyceats…,http,:,//www.instagram.com/p/B-SLfmYnqcp/,?,igshid=18it09m1qd4n9"
1943,New York,"Uber Eats was updating, so I was forced to drive to pick up a sandwich during the Coronavirus pandemic, just like boomers used to in the olden days during the bubonic plague",2020-03-28 15:41:30+00:00,,https://twitter.com/dougbies/status/1243926194455818242,,"['Uber', 'Eats', 'was', 'updating', ',', 'so', 'I', 'was', 'forced', 'to', 'drive', 'to', 'pick', 'up', 'a', 'sandwich', 'during', 'the', 'Coronavirus', 'pandemic', ',', 'just', 'like', 'boomers', 'used', 'to', 'in', 'the', 'olden', 'days', 'during', 'the', 'bubonic', 'plague']","['Uber', 'Eats', 'be', 'update', ',', 'so', 'I', 'be', 'force', 'to', 'drive', 'to', 'pick', 'up', 'a', 'sandwich', 'during', 'the', 'Coronavirus', 'pandemic', ',', 'just', 'like', 'boomer', 'use', 'to', 'in', 'the', 'olden', 'day', 'during', 'the', 'bubonic', 'plague']","Uber,Eats,be,update,,,so,I,be,force,to,drive,to,pick,up,a,sandwich,during,the,Coronavirus,pandemic,,,just,like,boomer,use,to,in,the,olden,day,during,the,bubonic,plague","Uber,Eats,,update,,,,I,,force,,drive,,pick,,,sandwich,,,Coronavirus,pandemic,,,,like,boomer,use,,,,olden,day,,,bubonic,plague"
1944,New York,"Ours doors may be closed, but our window will again be open tonight! 4-8pm, limited menu pickup service. Delivery options available through @SliceLife @grubhub ubereats @deliverydotcom via relaydelivery service.… https://www.instagram.com/p/B-SAUbKj_kx/?igshid=1g822zlwo1psj",2020-03-28 14:51:51+00:00,,https://twitter.com/SofiaPizzaShop/status/1243913699771002883,,"['Ours', 'doors', 'may', 'be', 'closed', ',', 'but', 'our', 'window', 'will', 'again', 'be', 'open', 'tonight', '!', '4-8pm', ',', 'limited', 'menu', 'pickup', 'service', '.', 'Delivery', 'options', 'available', 'through', '@', 'SliceLife', '@', 'grubhub', 'ubereats', '@', 'deliverydotcom', 'via', 'relaydelivery', 'service.…', 'https', ':', '//www.instagram.com/p/B-SAUbKj_kx/', '?', 'igshid=1g822zlwo1psj']","['Ours', 'door', 'may', 'be', 'close', ',', 'but', 'our', 'window', 'will', 'again', 'be', 'open', 'tonight', '!', '4-8pm', ',', 'limited', 'menu', 'pickup', 'service', '.', 'Delivery', 'option', 'available', 'through', '@', 'SliceLife', '@', 'grubhub', 'ubereats', '@', 'deliverydotcom', 'via', 'relaydelivery', 'service.…', 'http', ':', '//www.instagram.com/p/B-SAUbKj_kx/', '?', 'igshid=1g822zlwo1psj']","Ours,door,may,be,close,,,but,our,window,will,again,be,open,tonight,!,4-8pm,,,limited,menu,pickup,service,.,Delivery,option,available,through,@,SliceLife,@,grubhub,ubereats,@,deliverydotcom,via,relaydelivery,service.…,http,:,//www.instagram.com/p/B-SAUbKj_kx/,?,igshid=1g822zlwo1psj","Ours,door,may,,close,,,,,window,,,,open,tonight,!,4-8pm,,,limited,menu,pickup,service,.,Delivery,option,available,,@,SliceLife,@,grubhub,ubereats,@,deliverydotcom,via,relaydelivery,service.…,http,:,//www.instagram.com/p/B-SAUbKj_kx/,?,igshid=1g822zlwo1psj"
1945,New York,"Shakshuka Saturday! Our shop is OPEN 9am-4pm for take-out! & delivery via @ubereats New users, receive $10 off your first order when you use promo code: eatstogether6j2cozt ",2020-03-28 12:30:22+00:00,,https://twitter.com/MordisFoodTruck/status/1243878095876247552,,"['Shakshuka', 'Saturday', '!', 'Our', 'shop', 'is', 'OPEN', '9am-4pm', 'for', 'take-out', '!', '&', 'delivery', 'via', '@', 'ubereats', 'New', 'users', ',', 'receive', '$', '10', 'off', 'your', 'first', 'order', 'when', 'you', 'use', 'promo', 'code', ':', 'eatstogether6j2cozt']","['Shakshuka', 'Saturday', '!', 'Our', 'shop', 'be', 'OPEN', '9am-4pm', 'for', 'take-out', '!', '&', 'delivery', 'via', '@', 'ubereats', 'New', 'user', ',', 'receive', '$', '10', 'off', 'your', 'first', 'order', 'when', 'you', 'use', 'promo', 'code', ':', 'eatstogether6j2cozt']","Shakshuka,Saturday,!,Our,shop,be,OPEN,9am-4pm,for,take-out,!,&,delivery,via,@,ubereats,New,user,,,receive,$,10,off,your,first,order,when,you,use,promo,code,:,eatstogether6j2cozt","Shakshuka,Saturday,!,Our,shop,,OPEN,9am-4pm,,take-,!,&,delivery,via,@,ubereats,New,user,,,receive,$,10,,,first,order,,,use,promo,code,:,eatstogether6j2cozt"
1946,New York,Thank YOU to our loyal customers — #Nourishers — and those who are calling ahead fo place orders and all those who rely on food delivery apps — @UberEats ($0 delivery fee) @DoorDash ($0 delivery on Saturdays) @Postmates &amp; @Grubhub 😘🙏🏾#supportsmallbusiness,2020-03-28 05:19:13+00:00,#Nourishers #supportsmallbusiness,https://twitter.com/TheNourishSpot/status/1243769591135903744,,"['Thank', 'YOU', 'to', 'our', 'loyal', 'customers', '—', '#', 'Nourishers', '—', 'and', 'those', 'who', 'are', 'calling', 'ahead', 'fo', 'place', 'orders', 'and', 'all', 'those', 'who', 'rely', 'on', 'food', 'delivery', 'apps', '—', '@', 'UberEats', '(', '$', '0', 'delivery', 'fee', ')', '@', 'DoorDash', '(', '$', '0', 'delivery', 'on', 'Saturdays', ')', '@', 'Postmates', '&', 'amp', ';', '@', 'Grubhub', '😘🙏🏾', '#', 'supportsmallbusiness']","['Thank', 'YOU', 'to', 'our', 'loyal', 'customer', '—', '#', 'Nourishers', '—', 'and', 'those', 'who', 'be', 'call', 'ahead', 'fo', 'place', 'order', 'and', 'all', 'those', 'who', 'rely', 'on', 'food', 'delivery', 'apps', '—', '@', 'UberEats', '(', '$', '0', 'delivery', 'fee', ')', '@', 'DoorDash', '(', '$', '0', 'delivery', 'on', 'Saturdays', ')', '@', 'Postmates', '&', 'amp', ';', '@', 'Grubhub', '😘🙏🏾', '#', 'supportsmallbusiness']","Thank,YOU,to,our,loyal,customer,—,#,Nourishers,—,and,those,who,be,call,ahead,fo,place,order,and,all,those,who,rely,on,food,delivery,apps,—,@,UberEats,(,$,0,delivery,fee,),@,DoorDash,(,$,0,delivery,on,Saturdays,),@,Postmates,&,amp,;,@,Grubhub,😘🙏🏾,#,supportsmallbusiness","Thank,YOU,,,loyal,customer,—,#,Nourishers,—,,,,,call,ahead,fo,place,order,,,,,rely,,food,delivery,apps,—,@,UberEats,(,$,0,delivery,fee,),@,DoorDash,(,$,0,delivery,,Saturdays,),@,Postmates,&,amp,;,@,Grubhub,😘🙏🏾,#,supportsmallbusiness"
1947,New York,"@UberEats hi, I just got an order delivered and I realized it wasn’t my order when I got back into my apartment. Like. Wrong restaurant wrong. Is there anyway to get my money back for this order? I tried to call the driver but the number he called me from wasn’t available",2020-03-28 03:23:08+00:00,,https://twitter.com/Jensayss/status/1243740379767279617,,"['@', 'UberEats', 'hi', ',', 'I', 'just', 'got', 'an', 'order', 'delivered', 'and', 'I', 'realized', 'it', 'wasn', '’', 't', 'my', 'order', 'when', 'I', 'got', 'back', 'into', 'my', 'apartment', '.', 'Like', '.', 'Wrong', 'restaurant', 'wrong', '.', 'Is', 'there', 'anyway', 'to', 'get', 'my', 'money', 'back', 'for', 'this', 'order', '?', 'I', 'tried', 'to', 'call', 'the', 'driver', 'but', 'the', 'number', 'he', 'called', 'me', 'from', 'wasn', '’', 't', 'available']","['@', 'UberEats', 'hi', ',', 'I', 'just', 'get', 'an', 'order', 'deliver', 'and', 'I', 'realize', 'it', 'wasn', '’', 't', 'my', 'order', 'when', 'I', 'get', 'back', 'into', 'my', 'apartment', '.', 'Like', '.', 'Wrong', 'restaurant', 'wrong', '.', 'Is', 'there', 'anyway', 'to', 'get', 'my', 'money', 'back', 'for', 'this', 'order', '?', 'I', 'try', 'to', 'call', 'the', 'driver', 'but', 'the', 'number', 'he', 'call', 'me', 'from', 'wasn', '’', 't', 'available']","@,UberEats,hi,,,I,just,get,an,order,deliver,and,I,realize,it,wasn,’,t,my,order,when,I,get,back,into,my,apartment,.,Like,.,Wrong,restaurant,wrong,.,Is,there,anyway,to,get,my,money,back,for,this,order,?,I,try,to,call,the,driver,but,the,number,he,call,me,from,wasn,’,t,available","@,UberEats,hi,,,I,,get,,order,deliver,,I,realize,,,’,,,order,,I,get,back,,,apartment,.,Like,.,Wrong,restaurant,wrong,.,Is,,anyway,,get,,money,back,,,order,?,I,try,,call,,driver,,,number,,call,,,,’,,available"
1948,New York,There’s a chipotle down the block from my house and they legit directed me to the one in Yonkers on uber eats ughhh,2020-03-28 01:56:34+00:00,,https://twitter.com/LivKristen/status/1243718593268850690,,"['There', '’', 's', 'a', 'chipotle', 'down', 'the', 'block', 'from', 'my', 'house', 'and', 'they', 'legit', 'directed', 'me', 'to', 'the', 'one', 'in', 'Yonkers', 'on', 'uber', 'eats', 'ughhh']","['There', '’', 's', 'a', 'chipotle', 'down', 'the', 'block', 'from', 'my', 'house', 'and', 'they', 'legit', 'direct', 'me', 'to', 'the', 'one', 'in', 'Yonkers', 'on', 'uber', 'eats', 'ughhh']","There,’,s,a,chipotle,down,the,block,from,my,house,and,they,legit,direct,me,to,the,one,in,Yonkers,on,uber,eats,ughhh","There,’,,,chipotle,,,block,,,house,,,legit,direct,,,,one,,Yonkers,,uber,eats,ughhh"
1949,New York,I might be high and just saluted my uber eats through a glass door... ,2020-03-28 00:52:21+00:00,,https://twitter.com/BMOnusGamer/status/1243702432841990147,,"['I', 'might', 'be', 'high', 'and', 'just', 'saluted', 'my', 'uber', 'eats', 'through', 'a', 'glass', 'door', '...']","['I', 'might', 'be', 'high', 'and', 'just', 'salute', 'my', 'uber', 'eats', 'through', 'a', 'glass', 'door', '...']","I,might,be,high,and,just,salute,my,uber,eats,through,a,glass,door,...","I,might,,high,,,salute,,uber,eats,,,glass,door,..."
1950,New York,WE ARE OPEN! #FRIDAYS All Your Favorite Dishes &amp; Drinks! Vegetarian Dishes Also Available! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-QYIhFHsyN/?igshid=1id0m98h9y5f0,2020-03-27 23:43:08+00:00,#FRIDAYS #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1243685015436877824,,"['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-QYIhFHsyN/', '?', 'igshid=1id0m98h9y5f0']","['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queen', '#', 'nyc…', 'http', ':', '//www.instagram.com/p/B-QYIhFHsyN/', '?', 'igshid=1id0m98h9y5f0']","WE,ARE,OPEN,!,#,FRIDAYS,All,Your,Favorite,Dishes,&,amp,;,Drinks,!,Vegetarian,Dishes,Also,Available,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc…,http,:,//www.instagram.com/p/B-QYIhFHsyN/,?,igshid=1id0m98h9y5f0","WE,ARE,OPEN,!,#,FRIDAYS,All,Your,Favorite,Dishes,&,amp,;,Drinks,!,Vegetarian,Dishes,Also,Available,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc…,http,:,//www.instagram.com/p/B-QYIhFHsyN/,?,igshid=1id0m98h9y5f0"
1951,New York,WE ARE OPEN! #FRIDAYS All Your Favorite Dishes &amp; Drinks! Vegetarian Dishes Also Available! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-QYI9CnaKL/?igshid=cm2b3amlhu0j,2020-03-27 23:41:49+00:00,#FRIDAYS #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1243684681578622976,,"['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc…', 'https', ':', '//www.instagram.com/p/B-QYI9CnaKL/', '?', 'igshid=cm2b3amlhu0j']","['WE', 'ARE', 'OPEN', '!', '#', 'FRIDAYS', 'All', 'Your', 'Favorite', 'Dishes', '&', 'amp', ';', 'Drinks', '!', 'Vegetarian', 'Dishes', 'Also', 'Available', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queen', '#', 'nyc…', 'http', ':', '//www.instagram.com/p/B-QYI9CnaKL/', '?', 'igshid=cm2b3amlhu0j']","WE,ARE,OPEN,!,#,FRIDAYS,All,Your,Favorite,Dishes,&,amp,;,Drinks,!,Vegetarian,Dishes,Also,Available,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc…,http,:,//www.instagram.com/p/B-QYI9CnaKL/,?,igshid=cm2b3amlhu0j","WE,ARE,OPEN,!,#,FRIDAYS,All,Your,Favorite,Dishes,&,amp,;,Drinks,!,Vegetarian,Dishes,Also,Available,!,.,✅FIND,US,ON,#,UBEREATS,OR,CALL,TO,ORDER,YOUR,#,TAKEOUT,:,718.835.1000,!,.,#,flamingorestaurant,#,mantralounge,#,queen,#,nyc…,http,:,//www.instagram.com/p/B-QYI9CnaKL/,?,igshid=cm2b3amlhu0j"
1952,New York,One thing you don’t do is Mess with my food. If I ordered 2 Bacon cheeseburgers and mozzarella sticks I better get them @UberEats @WhiteCastle not half the order. How everyone’s food comes perfectly fine (minus 3 drinks) and yet my order comes bad. #QuarantineLife #UberEats,2020-03-27 22:49:05+00:00,#QuarantineLife #UberEats,https://twitter.com/Mr_RatedR17/status/1243671412528865282,,"['One', 'thing', 'you', 'don', '’', 't', 'do', 'is', 'Mess', 'with', 'my', 'food', '.', 'If', 'I', 'ordered', '2', 'Bacon', 'cheeseburgers', 'and', 'mozzarella', 'sticks', 'I', 'better', 'get', 'them', '@', 'UberEats', '@', 'WhiteCastle', 'not', 'half', 'the', 'order', '.', 'How', 'everyone', '’', 's', 'food', 'comes', 'perfectly', 'fine', '(', 'minus', '3', 'drinks', ')', 'and', 'yet', 'my', 'order', 'comes', 'bad', '.', '#', 'QuarantineLife', '#', 'UberEats']","['One', 'thing', 'you', 'don', '’', 't', 'do', 'be', 'Mess', 'with', 'my', 'food', '.', 'If', 'I', 'order', '2', 'Bacon', 'cheeseburger', 'and', 'mozzarella', 'stick', 'I', 'better', 'get', 'them', '@', 'UberEats', '@', 'WhiteCastle', 'not', 'half', 'the', 'order', '.', 'How', 'everyone', '’', 's', 'food', 'come', 'perfectly', 'fine', '(', 'minus', '3', 'drink', ')', 'and', 'yet', 'my', 'order', 'come', 'bad', '.', '#', 'QuarantineLife', '#', 'UberEats']","One,thing,you,don,’,t,do,be,Mess,with,my,food,.,If,I,order,2,Bacon,cheeseburger,and,mozzarella,stick,I,better,get,them,@,UberEats,@,WhiteCastle,not,half,the,order,.,How,everyone,’,s,food,come,perfectly,fine,(,minus,3,drink,),and,yet,my,order,come,bad,.,#,QuarantineLife,#,UberEats","One,thing,,,’,,,,Mess,,,food,.,If,I,order,2,Bacon,cheeseburger,,mozzarella,stick,I,better,get,,@,UberEats,@,WhiteCastle,,half,,order,.,How,everyone,’,,food,come,perfectly,fine,(,minus,3,drink,),,yet,,order,come,bad,.,#,QuarantineLife,#,UberEats"
