tweet_count,city,body,date,hashtags,link,geo
1708,New York,@UberEats literally has the longest delays and most unhelpful customer service. And this was pre covid as well!,2020-04-10 02:49:01+00:00,,https://twitter.com/MrVagaabond/status/1248442835902349312,
1709,New York,@UberEats you suck,2020-04-10 02:16:25+00:00,,https://twitter.com/dzc1699/status/1248434632468512768,
1710,New York,Hatched unexpected #ShinySkarmory on stream earlier (Sorry for the language) 🤣 I was to excited #RockNation #PokemonGo Yes I’m outside doing my essential work as a #Ubereats Walker 💪🔥 Subscribe/ Retweet Watch Actual Stream: 🔽🔽🔽 https://youtu.be/RCDXJX_AkgM,2020-04-09 23:15:29+00:00,#ShinySkarmory #RockNation #PokemonGo #Ubereats,https://twitter.com/WillRockNetwork/status/1248389099011993607,
1711,New York,Everybody loves free food right? Here's your chance.... We are giving away a $50 Uber Eats gift card to a random follower once we get to 500 followers! All you have to do is start following us and like our posts.… https://www.instagram.com/p/B-xaJdUpjiC/?igshid=166go8g5ny1e5,2020-04-09 19:34:01+00:00,,https://twitter.com/losariz/status/1248333364039385096,
1712,New York,Divine bar is a great place to grab a quick bite to eat & drink it's by #woodhullhospital they're open for takeout and delivery on @UberEats &amp; @Grubhub,2020-04-09 19:26:38+00:00,#woodhullhospital,https://twitter.com/CEOEnterpriseNX/status/1248331503681114120,
1713,New York,🔴IM LIVE🔴 COME CHILL 🚨EASTER EVENT in POKEMON GO | SHINY HUNTING | UBER EATS GRINDING https://youtu.be/WlNRgWjsEDE via @YouTube @New_YouTubers @TheYTForum,2020-04-09 19:08:43+00:00,,https://twitter.com/WillRockNetwork/status/1248326997840998403,
1714,New York,"We’re open for delivery orders on @UberEats! New users, receive $10 off your first order when you use our promo code: eatstogether6j1onyf. Order now with the link in our bio. Terms and fees apply.",2020-04-09 19:05:29+00:00,,https://twitter.com/Helenspizza/status/1248326184833880065,
1715,New York,*spends $200 on groceries* ..gets on Uber Eats 🤡,2020-04-09 18:57:49+00:00,,https://twitter.com/MuuFaSa/status/1248324254178988032,
1716,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #Thursdays 12PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B-xRMqEnuZL/?igshid=yko2mfxnn14f,2020-04-09 18:15:47+00:00,#Thursdays #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1248313677721337856,
1717,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #Thursdays 12PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/B-xQJWVHHTD/?igshid=7y141glb94zq,2020-04-09 18:09:04+00:00,#Thursdays #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1248311983990018048,
1718,New York,Easter Dreams 😍🧀#UBEREATS🇯🇲 Free Delivery .502 Broadway Paterson @Tropical Delight Jamaican Restaurant https://www.instagram.com/p/B-xOKBCJY92/?igshid=18tiinlh9jb7j,2020-04-09 17:49:13+00:00,#UBEREATS,https://twitter.com/PatersonJammin/status/1248306990381699077,
1719,New York,SLICE CHEESE#Ubereats 😍🧀 .Open Everyday 502 Broadway Paterson @Tropical Delight Jamaican Restaurant https://www.instagram.com/p/B-xN90TpDWo/?igshid=1l2v53o5xz8ou,2020-04-09 17:47:33+00:00,,https://twitter.com/PatersonJammin/status/1248306571970351105,
1720,New York,Uber Eats be like thank you for your purchase.... would you like to donate your next check to pay this Resturaunts bills?,2020-04-09 17:16:48+00:00,,https://twitter.com/atsilver18/status/1248298831604789249,
1721,New York,Order the best #PolishFood on @Seamless @Grubhub @UberEats - the service range is good but if it doesn’t hit your area just PM us &amp; we will safely deliver it to you! Order for the holidays! #Pierogi #Kielbasa #Brooklyn #Queens #Manhattan #NewYorkCity #NewYorkTough #lunch #dinner,2020-04-09 16:14:07+00:00,#PolishFood #Pierogi #Kielbasa #Brooklyn #Queens #Manhattan #NewYorkCity #NewYorkTough #lunch #dinner,https://twitter.com/PolishCuisine/status/1248283058626859008,
1722,New York,Available for Walk-in -curbside -delivery - also on ubereats-doordash- grubhub · · · · · · · · · · · #hoboken #jerseycity #hobokennj #jerseycitynj #jerseycitylife #hobokenmoms #jerseycitylocal #hobokenlife… https://www.instagram.com/p/B-w7C-1Dug5/?igshid=26jrtc84o9nw,2020-04-09 15:02:14+00:00,#hoboken #jerseycity #hobokennj #jerseycitynj #jerseycitylife #hobokenmoms #jerseycitylocal #hobokenlife,https://twitter.com/bayonnepretzels/status/1248264968526606338,
1723,New York,We are not open for lunch today. But we will he opened for DINNER @TheBeaconJC We will gave delivery available via UberEats app from 5-8PM. Call us at ☎️(551)206-2060 for pick-up! @The Beacon https://www.instagram.com/p/B-w6wO5Djza/?igshid=1pne4myi7qo26,2020-04-09 14:59:41+00:00,,https://twitter.com/noforksgivennj/status/1248264325841723392,
1724,New York,Uber Eats - I cannot get groceries delivered anymore 😞,2020-04-09 14:26:57+00:00,,https://twitter.com/tara5weeney555/status/1248256088509734912,
1725,New York,"Craving #Pierogi, #Kielbasa,and #Pyzy!? Look no further! Open from 10:30-2:30 on @Seamless @Grubhub &amp; @UberEats or PM us if you are not in that range to place an order for us to safely deliver! #Manhattan #Brooklyn #Queens #NYC #lunch #dinner #NewYorkTough #PolishFood #dumplings",2020-04-09 13:12:55+00:00,#Pierogi #Kielbasa #Pyzy #Manhattan #Brooklyn #Queens #NYC #lunch #dinner #NewYorkTough #PolishFood #dumplings,https://twitter.com/PolishCuisine/status/1248237457453322240,
1726,New York,They do uber eats on motor cycles now lol,2020-04-09 07:32:50+00:00,,https://twitter.com/ThaTomias/status/1248151872713764864,
1727,New York,Ubereats?,2020-04-09 02:16:07+00:00,,https://twitter.com/GianniResto/status/1248072167406911488,
1728,New York,@nyc311 can I report this? @ChipotleTweets nor @UberEats is providing a way to get my money back.,2020-04-09 01:51:57+00:00,,https://twitter.com/joshparkinnyc/status/1248066086005870594,
1729,New York,How’s quarantine going? • Went to bed last night at 4am • Got up at 7 & started working • Lost track of time & now it’s almost 10pm & I’m still working • Currently questioning if my existence is dependent on Uber Eats,2020-04-09 01:43:12+00:00,,https://twitter.com/LifeOfAlexHos/status/1248063883706863616,
1730,New York,@ChipotleTweets and @UberEats you delivered me the wrong order! Neither one of you are offering customer service support! I want my money back!!!!,2020-04-09 01:37:24+00:00,,https://twitter.com/joshparkinnyc/status/1248062423791210496,
1731,New York,So uber eats has a buy one get one free special with popeyes for the chicken sandwich combo. Now the combo is 9.99 and 2 combos are 19.98 so I picked the combo and after all the fees it came up to 17.86 smh,2020-04-08 23:17:32+00:00,,https://twitter.com/dadudeemu/status/1248027225343098885,
1732,New York,Open for take out only!!! delivery Uber eats and drinks take out only!!! Thank you be safe!!! @New Heights Bar &amp; Grill https://www.instagram.com/p/B-vBlCRgMsh/?igshid=jvczl6yic7th,2020-04-08 21:20:50+00:00,,https://twitter.com/NEWHEIGHTSCLUB/status/1247997857040228352,
1733,New York,Send some through Uber eats,2020-04-08 19:29:10+00:00,,https://twitter.com/Rvhmos_/status/1247969754293448705,
1734,New York,I spoke with a friend who tells me he is making close to 1500 a week working for doordash and ubereats... He tells me he cannot stop.... That is a Hustler!,2020-04-08 18:36:09+00:00,,https://twitter.com/jlopezDR/status/1247956414288494599,
1735,New York,Everybody loves free food right? Here's your chance.... We are giving away a $50 Uber Eats gift card to a random follower once we get to 500 followers! All you have to do is start following us and like our posts.… https://www.instagram.com/p/B-uuuicpxcn/?igshid=d3ic9pxmkakd,2020-04-08 18:36:07+00:00,,https://twitter.com/losariz/status/1247956406851887104,
1736,New York,Me ordering ubereats rn,2020-04-08 17:41:42+00:00,,https://twitter.com/alex_fermin_/status/1247942709677096967,
1737,New York,Martha’s Bakery is on Uber Eats and I am so damn tempted,2020-04-08 16:28:26+00:00,,https://twitter.com/peteywengs/status/1247924273232203776,
1738,New York,"Ready for #PolishFood- we have everything #PYZY, #HuntersStew, #Pierogi, #Kielbasa! Order thru @Seamless @Grubhub @UberEats or PM us for safe curbside delivery! #Brooklyn #Queens #NewYorkCity let’s eat! Open until 2:30 so place those orders soon #fooddelivery #foodie #GrabAndGo",2020-04-08 15:22:49+00:00,#PolishFood #PYZY #HuntersStew #Pierogi #Kielbasa #Brooklyn #Queens #NewYorkCity #fooddelivery #foodie #GrabAndGo,https://twitter.com/PolishCuisine/status/1247907761364570113,
1739,New York,Starting today...we deliver! https://www.patisserieflorentine.com/ And on #ubereats @Pâtisserie Florentine https://www.instagram.com/p/B-uVzpqDs-6/?igshid=1w6mo52abp1bx,2020-04-08 14:58:20+00:00,#ubereats,https://twitter.com/TZilkha/status/1247901599088795649,
1740,New York,"WEDNESDAY SPECIAL’S 🇪🇨🇪🇨🇪🇨 201-250-8600 📲 or Order from our website http://www.lacasadelbuensabor.com for 10% off your first online order! We are also on DoorDash, UberEATS and Grubhub! ",2020-04-08 14:38:36+00:00,,https://twitter.com/achabbbs/status/1247896632730873859,
1741,New York,Uber eats got trash picks for shared delivery rn 🙄,2020-04-08 13:58:28+00:00,,https://twitter.com/NarcissisticLEO/status/1247886533408911363,
1742,New York,It’s crazy how everybody that was making fun of people for working Uber eats and postmates. All hitting me up asking me how can they get hired to do it too.,2020-04-08 13:22:38+00:00,,https://twitter.com/DICKBYAIR/status/1247877512652349445,
1743,New York,You can still order some #PolishFood and have it delivered! Find us on @Seamless @Grubhub @UberEats - if you’re not in the range don’t worry-PM or email us OldTraditionalPolishCuisine@yahoo.com &amp; will deliver safely curbside! #Pierogi #Kielbasa #Pyzy #NewYork #Queens #Brooklyn,2020-04-08 12:45:30+00:00,#PolishFood #Pierogi #Kielbasa #Pyzy #NewYork #Queens #Brooklyn,https://twitter.com/PolishCuisine/status/1247868171194978304,
1744,New York,"Totally get it. I got the same emails from DoorDash , UberEATS, grub hub and Postmates lol",2020-04-08 04:49:39+00:00,,https://twitter.com/LawBlue413/status/1247748418207809544,
1745,New York,I used UberEATS the other night same thing with the driver . He waited and waved while I picked up the food and no gloves or mask on ..,2020-04-08 04:46:00+00:00,,https://twitter.com/LawBlue413/status/1247747498380124167,
1746,New York,and then on top of all this my uber eats driver didn’t bring me my Oreo mcflurry...... convinced he ate it.,2020-04-08 04:42:37+00:00,,https://twitter.com/xoxileana/status/1247746649121677315,
1747,New York,Big Shoutout to the good people at halseybar_n_grill 🙏🙏 Owned by one of the realest niggas I met in this business‼️ #SupportBlackBusiness ✊🏿 You can order or UberEats or Walk in &amp; Pick Up👈👈👈 @Halsey Bar &amp; Grill https://www.instagram.com/p/B-s6XE4JMlO/?igshid=tq6wc0wv8e03,2020-04-08 01:41:36+00:00,#SupportBlackBusiness,https://twitter.com/WesFromCI/status/1247701091418062849,
1748,New York,"THE #HHMBEATCHALLENGE WEEK ✌️ IS LIVE!! In addition to free promo I’m sending this weeks winner uber eats for ✌️. GOOD LUCK. 😎🥩 #LinkInBio @Long Island, NY https://www.instagram.com/p/B-szbqlhX-p/?igshid=16cwouf09mlah",2020-04-08 00:38:55+00:00,#HHMBEATCHALLENGE #LinkInBio,https://twitter.com/HipHop_Mike/status/1247685318121328643,
1749,New York,I’ve spent dumb (DUMB!) money on UberEATS the past two weeks and as soon as I get a gift card I feel like I shouldn’t order because I need to “save it”.......my money management skills are embarrassing and I will never be a home owner.,2020-04-08 00:29:33+00:00,,https://twitter.com/smaryyy/status/1247682961421582337,
1750,New York,Watching taxi drivers load their yellow cabs with food to do UberEats deliveries is the most bizarre thing to me right now.,2020-04-07 23:41:33+00:00,,https://twitter.com/Chungzilla_/status/1247670880009887744,
1751,New York,#repost @negrilbk ・・・ Open and ready to take your order. Check out our menu of the day and find us on ubereats @TryCaviar &amp; @doordash for your delivery to your door. For our guest calling for pick-up will receive a… https://www.instagram.com/p/B-sp1quDzw0/?igshid=14b6cliuk7tot,2020-04-07 23:14:55+00:00,#repost,https://twitter.com/parkslope5thave/status/1247664179013488640,
1752,New York,Let’s Go!! #ShinyAlolanExeggutor Still on the #Ubereats (walker) &amp; #PokemonGO grind. It paying off #RockNation #StaySafe #EssentialWorker #SocialDistancing #youtube Like / Retweet/ Subscribe 🔽🔽🔽🔽🔽🔽🔽🔽🔽🔽🔽 https://www.youtube.com/user/WRuiz30,2020-04-07 23:06:32+00:00,#ShinyAlolanExeggutor #Ubereats #PokemonGO #RockNation #StaySafe #EssentialWorker #SocialDistancing #youtube,https://twitter.com/WillRockNetwork/status/1247662071652716545,
1753,New York,"Don’t miss out on your favorite eats.🍴 Antonio's Trattoria (718-733-6630) is open for takeout and offering delivery through UberEats, GrubHub, PostMates, and DoorDash. – at Antonio's Trattoria",2020-04-07 22:00:59+00:00,,https://twitter.com/BXLittleItaly/status/1247645573500620801,
1754,New York,New York’s most Uber eats item during this time is Jerk Chicken 😭😭😭,2020-04-07 21:58:27+00:00,,https://twitter.com/JadeLove21_/status/1247644937178546177,
1755,New York,on DoorDash/Uber eats/GH I mean,2020-04-07 20:41:06+00:00,,https://twitter.com/JustinGewirtz/status/1247625472202231811,
1756,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #TUESDAYS 2PM-1AM! . ✅FIND US ON #UBEREATS #GRUBHUB &amp; #SEAMLESS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc… https://www.instagram.com/p/B-sSqDiHMwz/?igshid=j67bt99x6dp8,2020-04-07 19:56:43+00:00,#TUESDAYS #UBEREATS #GRUBHUB #SEAMLESS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc,https://twitter.com/FlamingoMantra/status/1247614302640656384,
1757,New York,@UberEats,2020-04-07 18:48:39+00:00,,https://twitter.com/Carolinegwynn6/status/1247597170456494080,
1758,New York,@UberEats. Did u get my message,2020-04-07 18:47:24+00:00,,https://twitter.com/Carolinegwynn6/status/1247596858219925505,
1759,New York,Everytime @pulte tweets i be hype as hell to realize its another day not being blessed😪 oh well lemme continue uber eats,2020-04-07 17:27:10+00:00,,https://twitter.com/lowkeydiligent/status/1247576665011650560,
1760,New York,Everybody loves free food right? Here's your chance.... We are giving away a $50 Uber Eats gift card to a random follower once we get to 500 followers! All you have to do is start following us and like our posts.… https://www.instagram.com/p/B-r6LhQpbHi/?igshid=1acdfxx53xw46,2020-04-07 16:18:28+00:00,,https://twitter.com/losariz/status/1247559377462181890,
1761,New York,"Open today from 11:30-2:30PM on Sussex and Hudson! Delivery available on Grubhub, UberEats and Seamless. Pick-up by calling (551)206-2060 #noforksgiven #buttermilkchicken @Paulus Hook Ferry Terminal https://www.instagram.com/p/B-rtjoQDKIZ/?igshid=2qc8qabg9bvl",2020-04-07 14:28:09+00:00,#noforksgiven #buttermilkchicken,https://twitter.com/noforksgivennj/status/1247531613480554502,
1762,New York,"We are now OPEN & AVAILABLE to #nourishu through curbside delivery, food delivery apps or virtual gift cards purchases. 🍇 🥭 🍍 🍉 🥝 🍋 Call us 718-526-2099 or contact Grubhub, Doordash, Postmates, or Ubereats. Please… https://www.instagram.com/p/B-rqyl0piyZ/?igshid=r4k0dvx1oxid",2020-04-07 14:04:01+00:00,#nourishu,https://twitter.com/TheNourishSpot/status/1247525541873250308,
1763,New York,#Tuesday We are OPEN 10am-8pm for take-out &amp; delivery @ubereats @doordash 🚗🚲🛵#MordisSandwichShop #JerseyCity – at Mordis Sandwich Shop,2020-04-07 14:00:21+00:00,#Tuesday #MordisSandwichShop #JerseyCity,https://twitter.com/MordisFoodTruck/status/1247524618144899073,
